id_tweet,majority,source,tweet_text
1342317145707999233,homophobic,Twitter for iPhone,"When I call you a fag, I just mean Female Ass Grabber"
1342269772193542150,non_homophobic,Twitter for iPhone, stop being such a fag bae 🥰
1342305068696027138,non_homophobic,Twitter for iPhone,me @ myself calling myself a faggot but as a slur
1342275456532271104,not_sure,Twitter for iPhone,  Absolute fag more like
1342314686398812161,non_homophobic,Twitter for iPhone,“You like that yo sons a fag?” -Day Day 🤣
1342291272027889667,non_homophobic,Twitter for Android, concept is being a fag ok can i have my money now 🤲
1342299845172850689,non_homophobic,Twitter for Android," Canada is a decent country in lots of aspects but it exploits natives. It harms them in so many horrific ways and continues to do it to this day. There's lot of bigotry and racism and I feel like we're finally discussing it or just now realizing it. We give it too much credit."
1342239214763606016,non_homophobic,Twitter for Android,"Bigotry is lazy, unjust, immoral ~ against any group ~ any race, any sex, any orientation, from anywhere. Including against those from California. Don't be a bigot. Be moral. Be just. Judge individuals as individuals. Thank you. #Immigrants"
1342257393787277312,not_sure,Twitter for iPhone,its just so weird and try hard to be a troll on twitter lollll
1342246944018751489,not_sure,Twitter for Android," I'm Cancer"
1342235387259990016,tie,Twitter Web App,"It\'s not behavior.  It is White ""Supremacism"", bigotry, racism, a clearly inadequate white male who ""needs to feel powerful"", sprinkled with a poor gene pool. "
1342248134412533760,not_sure,Twitter for Android,    Why do you keep bringing up God?   My name really triggers your bigotry huh?   Merry Christmas ❤️
1342313582420258818,non_homophobic,Twitter for iPhone,rainbow socks and what im assuming to be a phoebe bridgers shirt because im the fag of the house 😯👍 
1342236659379810306,non_homophobic,Twitter for iPhone," He’s the epitome of a low life, racist, foul human.  He vomits hatred and bigotry.  Such a hateful, hateful person."
1342235905780834304,not_sure,Twitter for Android," I\'m personally not bothered either way, but if the word ""faggot"" is used in any other song it\'s censored, likewise the phrase ""old slut on junk"". I just don\'t get the faux outrage people spout, and then have the nerve to use the term snowflake whislt they\'re then spouting it"
1342248833280077825,non_homophobic,Twitter for Android," YES PLEASE, I've meet a lot of men who clams they aren't racist but keeps making fun of asian people."
1342247261238079490,non_homophobic,Twitter for Android,"  Now that they've got rid of the European Johnny foreigner who will they aim their anger and bigotry at? No prizes for guessing 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f🇮🇪"
1342241272904482822,homophobic,Twitter for iPhone, YO WDYM U FAGGOT
1342239876062859265,non_homophobic,Twitter for iPhone,You niggas sweet ash! peepin that female slang shii. Faggot ass niggas... talkin bout period an shii❗️”it’s the... for me” all that shii💯
1342250638059728896,non_homophobic,Twitter for iPhone,when will girls on tiktok realize that they can’t say faggot 🤔👍🏻
1342229198438592513,not_sure,Twitter for iPhone,in either 3rd or 4th grade we got a new student later into the year and i introduced myself to them as fag bc i had been called it so much i thought it was a nickname PLS
1342206787525738496,not_sure,Twitter for iPhone,can this faggot stfu
1342210449782132736,not_sure,Twitter for iPhone,"  The bigotry of low expectations. An insidious, faux-righteous way for white liberals to carry out the most horrifically racist programs. Don’t teach #BlackChildren to read, they’re too dumb anyways. #CriticalRaceTheory is grotesquely racist."
1342243631936245760,homophobic,Twitter Web App,   FAGGOT 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1342245923578122240,non_homophobic,Twitter Web App,"Seeing a lot of anti-Asian bigotry in the comments and like...y\'all remember ""Yellow Peril Supports Black Power"" right? "
1342220592532094977,not_sure,Twitter Web App," Hate, ugliness, racism, bigotry, stupidity, filth, and a festering sore on humanity."
1342207112257167360,non_homophobic,Twitter for Android, Wait until I tell the Supreme Court about this and get the app removed for bigotry
1342189991586394112,homophobic,Twitter for Android, faggot /sx
1342185441878024192,non_homophobic,Twitter for Android, HAPPY BIHDAY FAG
1342227097905811456,not_sure,Twitter for Android," EXPLAIN Mrs #GRINCH &sorry if u majorLY DUPED(EveRYway)by daddy butTHE #bigotry, #cruelty,trashing of #USA #democratic norms,self dealing by #corruption sychophantic #cronies, forget reckless handlin #COVID19(@ min #manslaughter w250+kDEAD) heKNEW & HID it & LIED🤔, claimD aHOAX?"
1342215977912696832,not_sure,Twitter for Android,"Really wouldn't mind if Pink News took a break from reporting on international bigotry over the Christmas period. "
1342189380904112136,homophobic,Twitter Web App,  shut up faggot its in my bio
1342196912162811907,homophobic,Twitter for Android,"You are not an incel, you are a fag"
1342201496264388610,not_sure,Twitter for Android, Aight ber ill mail you some pens
1342195349478227968,not_sure,Twitter for Android, So im a fag?
1342189621413863424,non_homophobic,TW Blue,"do you know how frustrating it is to troubleshoot over the phone with someone whose indian accent is so pronounced you can't understand a word they say?  this isn't bigotry, it's an issue of communication, plain and simple.  "
1342170360893083648,not_sure,Twitter for iPhone,"   The Orange Rambler is your savior, he gave you all a safe place for your bigotry and immoral ways. I love how the sun is setting on your ideals,..."
1342162597009903617,not_sure,Twitter for Android, What a freak of nature damn faggot😆!
1342169880452337669,not_sure,Twitter for iPhone,Cullen fan with a cuck military boyfriend 
1342173253469667328,homophobic,Twitter Web App, Bo would be ashamed you faggot
1342174642069413888,non_homophobic,Twitter for iPhone," This sounds like the same way most sex-based bigotry works - homophobia, shaming SWers, etc."
1342157581859647488,not_sure,Twitter for iPhone,Hey your honor I’m judge jury AND executioner so I STILL WIN AND YOU AND YOUR OFFSPRING ALL LOSE TO MY HANDS CHECK ME OUT I REALLY AM SPECIAL HUH YOURE FUCKING CORRECT; correction I’m smarter than you you gluttonous faggot. I hate you. Duh.
1342173772661579777,homophobic,Twitter for iPhone,  I’m talking about you fag..
1342177386733834241,non_homophobic,Twitter for iPhone,     You give him and others too much credit. They know the truth. Their hatred and bigotry just blinds them to it.
1342153046848131077,not_sure,iWantClips,Another Content Item Sold on IWC! Pegging You into a Faggot  
1342140529388236810,not_sure,Twitter for iPhone,"yall gotta trust me, the hate/vitriol/bigotry on and bitterness and from all sides and in between that you see on twitter is exaggerated and does not fully represent  majority of humans irl."
1342142391189467136,non_homophobic,Twitter Web App," I guess you are forgetting how for 35 years Rush has been spreading hate, sexism racism lies , bigotry and getting people to do the same along w/ voting against their best interest."
1342152576943476739,homophobic,Twitter for Android," Lol his bio says Conservatism, with seasoning. Which is just code for ""im a faggot but also pro life""."
1342134740762161152,not_sure,Twitter for iPhone,      Ummm....sorta true. First they need to understand how their policies contributed to what we live now. The GOP has fueled racism & bigotry on every level. It was built on that! I’ve yet to hear Steve acknowledge the GOP has ALWAYS being the party of greed & hate. What I’ve heard1/
1342138682279669763,non_homophobic,Twitter for iPhone,"To every so called “OG” twitter fag that is making fun of $XRP and the SEC..I hope that u know that #ripple needs to win this, not for itself but for the entire $crypto community, because as soon as the SEC wins #Bitcoin will be next and then nobody will be laughing.."
1342133770955096065,not_sure,Twitter for iPhone,idk what he is talking about but talk your shit! 
1342140223283748864,non_homophobic,Twitter Web App,"  I do pray that he NEVER comes back. I think spreading hate, lies, sexism, bigotry and racism for 35 years is enough."
1342131179030540288,non_homophobic,Twitter Web App, Punish the young for seeing through their bigotry 
1342135832786980865,non_homophobic,Twitter for iPhone, i’d like to see the proof
1342096224585981953,non_homophobic,TweetDeck,"me, to my family at a christmas eve party: i forgot to get you guys presents this year so uh i'm giving you a pass to say faggot in fairytale of new york. but not too enthusiastically. that's right Madailéin i'm looking at you."
1342105191844368384,non_homophobic,Twitter Web App,"  He makes it okay to display bigotry in public. That's his drawing card."
1342114335330607104,non_homophobic,Twitter for iPhone, I think u should lock it fag
1342124201868742659,non_homophobic,Twitter Web App, Something no white supremacist seems to understand: their bigotry makes them personally unsafe.  A society that can oppress anyone can oppress anyone.  Even their own self-interest argues against creating a world where hatred is celebrated.  Martin Niemöller taught us that.
1342105184319766528,non_homophobic,Twitter Web App,  People like you are the issue.  Love is love is love. Take your bigotry elsewhere.
1342139664296255500,non_homophobic,Twitter for iPhone, Because the audience he cultivates either doesn’t care or are actively following him for his bigotry.
1342043727166992385,not_sure,Twitter Web App,"      Thanks for confirming your bigotry and hatred - it's always lurking just under the surface with you Remainers."
1342089004183908352,not_sure,Twitter for iPhone,  is this one about him being a fag omg
1342066370645733377,not_sure,Twitter Web App," I only watch baseball because the men frequently touch each others butts and I'm here for it"
1342072885498802176,not_sure,Twitter Web App,why does idubbbz say faggot so much
1342069026818809856,non_homophobic,Twitter for iPhone, You’re so handsome. Sigghhh
1342050314057371652,homophobic,Twitter for iPad,"   Follow Drs Carl Heneghan, Clare Craig, Mike Yeadon, and the stats guy for clear scientific info and stats instead of the sloppy numbers written on the back of a fag pack from sage and MSM."
1342081911804620801,non_homophobic,Twitter for Android,"I'm making conscious effort to unlearn many things and relearn a lot more especially from the aspect of how selfish religion and tribal bigotry have slowed down the development of Nigeria and Africa at large"
1342083342200578049,non_homophobic,Twitter Web App," He's fully supporting her in all her anti-trans bigotry that she keeps tripling and quadrupling down on."
1342100136399405056,non_homophobic,Twitter for iPhone,he looks so chilled smoking his fag in front of a huge crowd ugh I LOVE HIM 
1342001319339413504,non_homophobic,Twitter for iPhone,i am a fag *
1342057777938755586,non_homophobic,Twitter for Android,This bigotry towards Stuarts must end. 
1342041755970113536,non_homophobic,Twitter for iPhone,"Along with racism, bigotry, misogyny and hatred. "
1342008456195305472,non_homophobic,Twitter Web App,"Rush Limbaugh\'s ♦️Bigotry♦️ set the Stage for TRUMP\'s Takeover of the Republican Party   Receiving the ""Medal of Honor"" at the hands of TRUMP, was Demeaning↘️to the award established by JFK   "
1342062597751730180,homophobic,Twitter for Android,Fag wtf 
1342015429015969793,homophobic,Twitter for iPhone,My mom said I’m not invited to Christmas because I’m a fag but she still expects a gift to be dropped off????????? Wtf. I hate it here....
1341999346523529217,homophobic,Twitter for Android,Why do all White Boys look like they would call me a faggot
1341981694807715841,not_sure,Twitter for iPhone,so yeah saying cigarette instead of faggot is funny but i’d like to present you all with a fun new euphemism 
1342005720586313729,not_sure,Twitter for Android,   U fag Wrong one .. have a blue tik so next time tag the right one ... #AsimRiaz
1342004899014344705,non_homophobic,Twitter for Mac,This man on Grindr just called me a fag and blocked me as if we weren’t both on Grindr lmaooooooo
1341966335878844416,not_sure,Twitter for iPhone,  If I like still used a real phone I’d be all over that one.... the yellow is phenomenal
1341998204393566210,not_sure,Twitter for iPhone,THE SPOTIFY A.I. ANALYSIS BASICALLY CALLED ME A FAGGOT.    A GENUINE MODERN DAY HATE CRIME
1341981704529965057,not_sure,Twitter for iPhone, We love justifying homophobia and bigotry don’t we? It’s a cliche but two wrongs don’t make a right do they
1341966155372769281,not_sure,Twitter Web App,   GB has always had a propensity  to court folk who give off a national front vibe like a person  called Nigel farage. Even when such folk sow seeds for hatred & bigotry to blossom they rarely are content or happy Why? Their very being is empty of real love & to be loved
1341966522315546626,non_homophobic,Twitter for iPhone,"the way boy groups like The Boyz, Astro etc. only got recognition after quitting their bubbly/fresh concept but kpop stans swear they want those kind of concepts back "
1341972258215112704,non_homophobic,Twitter for iPhone,  Either a big ass box or a small ass chick
1341954703966482433,non_homophobic,Twitter for iPhone, Shows how money and bigotry can do anything
1341946631801991168,non_homophobic,Twitter Web App," ""allowed to say it?"" there\'s no fucking ""rules"" about who can say faggot and who can\'t, it\'s an offensive slur and you shouldn\'t be saying it outside of using it as a term like i just did. a 19 year old who\'s supposed to be responsible shouldn\'t be on twitter saying faggot."
1341940563021590528,non_homophobic,Twitter Web App," It's probably due to the fact that Allah means God. God has many names even in the bible -Yahweh, Jehovah, Theos, the list goes on. Many understand that taking God's name in vain is about actions. Especially when using God to justify one's bigotry and intolerance."
1341957895295021056,homophobic,Twitter for Android, elfen faggot king
1341933190760554497,not_sure,Twitter for iPhone, I’m so upset they took them down! That was all I was watching!!
1341962064714055680,non_homophobic,Twitter for Android,"  Second that. And, by mistake if somebody calls courage and asks it, that person will be termed as bigot! That's the level of bigotry in this system! So such entitled elites are celebrated for being big bigots and beneficiaries of self serving system deep rooted last 75yrs!"
1341933078214750210,homophobic,Twitter for iPhone, when did you know you were a fag ? #ASKLEEK
1341953611950157825,non_homophobic,Twitter for iPhone,"   She stands only for bigotry, as do you if you support her.  And Bell vs Tavistock was universally condemned as transphobic and endangering choice that even caused for ppl over 16 to lose access to GIDS thus the enforcement of the law has been abused as well."
1341959078030020608,non_homophobic,Twitter Web App,    Solid religious bigotry game
1341936109278752769,not_sure,Twitter Web App,faggot is an mlm slur nobody but mlm should be reclaiming it
1341959181088284672,not_sure,Twitter Web App, she called you a fag boo
1341936187007787008,non_homophobic,Twitter for iPhone,  Lol ! Your bigotry and hypocrisy is really on a whole new level    Atheism that you follow is all about weeping crying about how bad Hinduism is   And boot licking other religions so that your existence has some meaning
1341947152512253952,homophobic,Twitter for iPhone,straight women have my permission to say faggot ❤️
1341927269397368833,non_homophobic,Twitter for iPhone,"  Standards to determine literacy should not have been changed; unfortunately, educational standards in general have been lowered, and it is this “soft bigotry of low expectations” that has already ruined our American education system."
1341920014937559042,homophobic,Twitter for iPhone,I would be a single faggot of 7 by now. 
1341904786136956934,non_homophobic,Twitter Web App," ""Rough i can take. I just with some of those guys got proper checks before they walk in the joint.""  She shrugged taking a deep drag of her fag."
1341909991473737729,non_homophobic,Twitter for Android,"   A.) I'm a former Republican, now Independent. Never a Democrat. B.) Which one of John Brown's sons are you a descendant of? C.) If you are so opposed to the Democrat's long history of bigotry & racism, I'm glad you support the opposition of the CSA flag. D.) Explain veto proof."
1341903142275997707,non_homophobic,Twitter for Android,  Biology is not bigotry
1341928461359841280,non_homophobic,Twitter for iPhone, wait in which song?
1341912279735033856,non_homophobic,Twitter for iPhone,"Cw//f slur  On my realm, me and Noah made a garbage island and expanded the village on fag Island. (Yes our main island that we live on is called fag island I built a bunch of flags there)"
1341875686235983872,non_homophobic,Twitter for iPhone,  now whyd you cleared him😭😭
1341882500558295041,non_homophobic,Twitter for Android,  Bigotry??? This is creepy from ANY grown man
1341874598992900096,non_homophobic,Twitter for iPhone,  go do ur christmas gifts or i’ll expose ur ex-lover’s bigotry in the tl
1341882924992507906,homophobic,Twitter for iPad,  It works the other way too  The folks already in power have their bigotry and privilege constantly validated so of course they don’t see a problem with the status quo
1341878077048156167,non_homophobic,Twitter Web App," By 'unfairly' do you mean describing his villany, bigotry, lies, misogyny, sexual assaults, assaults on the rule of law, his calls to sedition, his siding with foreign dictators over our own security services?  That being unfair?"
1341875166842941441,not_sure,Twitter for Android,"What a toff prat is our Daniel, not even fit to be Jacob Reese-Moggs' fag. "
1341884948022620161,non_homophobic,Twitter for iPhone,im not even biased or shit but how did they got eaten by bunch of rookies named BLACKPINK  
1341878743971852288,not_sure,Echofon, Get a life Mr. Faggot
1341893323552927744,non_homophobic,Twitter Web App," in this house we don't tolerate bigotry  and crunch sucks"
1341888786116956160,not_sure,Twitter Web App,Faggot bitch
1341882677075587079,non_homophobic,Twitter Web App,"Larry Elder Shuts Down VICE TV Cari & Jemele’s Liberal Bigotry | Larry E...  via    Come on, people.  SPEAK. THE. TRUTH.  Turn off CNN, MSNBC and FOX News (which is now Disney-owned and veered into this pit of lies with the aforementioned)."
1341896267975294977,homophobic,Twitter for Android, anon is a fag
1341882517746372608,non_homophobic,Twitter Web App,"It is never normal to feel sick all the time. Dont let doctors and the medical community use misogyny and other bigotry against you and try to deny your pain. You shouldn't have to feel this way. "
1341877586088091649,homophobic,Twitter for iPhone,Girls are really just underwhelming ( not that I’m gay). The fucking shitheads don’t have any reputable skills apart from looking pretty. Spend five minutes with them and you’ll realize they’re very shallow. Stupid faggot fucks.
1341870043890475008,non_homophobic,Twitter for Android,"does FAG mean ""for another guy""? I\'ve always wondered"
1341863714023120896,not_sure,Twitter for iPhone, thanks (;
1341848239646126080,non_homophobic,Twitter for Android,"  Sexism isn't blatant hatred for women. It's also believing that certain things are true about women simply by nature of them being women. Bigotry doesn't have to be blatant and hateful, it can be rooted in just being ignorant."
1341875851038584834,homophobic,Twitter for iPad," I think it will. I don’t care much, it just shows their bigotry, tbh."
1341847953665875969,non_homophobic,Twitter for iPhone,    It’s the reference to “fag packets” that I have a problem with. I agree - we can do it - Primary and Secondary care and Pharmacy and Pre-Hospital practitioners. Every (each)  one of us can make a difference and improve outcomes
1341861515973058562,homophobic,Twitter for Android,"she doesn't love you cheeser no one will love you cheeser she doesn't love you cheeser no one will love you cheeser DIE ALONE CHEESER cheeser you're a faggot cheeser please die because you're a faggot you faggot nigger nigger DIE ALONE CHEESER you're a faggot nigger faggot DIE NI"
1341830363228811269,not_sure,Twitter for Android," Bigotry   While not all Christians are bigots, sadly some have given them that reputation of being homophobic and transphobic"
1341841013908893698,homophobic,Twitter for iPhone,"     Read the article faggot and go do more research, children born out of wedlock are more likely to end up in prison and with no education."
1341829601618608128,homophobic,Twitter for iPhone,Battle scarred. He is a fucking pretty boy petite little faggot. Justin Trudeau the biggest loser that Canada has ever produced. In this case. Money definitely does not make the man. 
1341853100651503620,homophobic,Twitter for iPhone,     That’s because people literally got themselves killed fighting for theor rights lmao. That was a necessary step. And the UK is still absolutely full of anti LGBT bigotry lol.
1341822541007097856,non_homophobic,Twitter for iPhone,"  While valid criticism of Pakistani leadership is understandable, he definitely was peddling hate speech. The West needs to be careful not to let immigrants import bigotry and racism from their home countries. It has no place here in the West. Don't like it, then go back."
1341834930553298946,non_homophobic,Twitter for iPhone,im a faggot
1341829601073442816,homophobic,Twitter for Android,"    Cigarettes ate called ""faggot"" in the UK"
1341835753492496386,homophobic,Twitter for iPhone,   shut up faggot
1341842413246136322,non_homophobic,Twitter for Android," And leave some of those jellied eels for the morning, you know how you like them with a cup of tea and a fag ....."
1341805252350119936,homophobic,Twitter for iPhone,I NEED TO GO TO A $UICIDEBOY$ CONCE ASAP PLS HURRY TF UP COVID THANKS 
1341799625104232458,homophobic,Twitter for Android,Did It call me fag? 
1341792549959294978,non_homophobic,Twitter for iPhone,Don’t try me fag 
1341800153494253573,homophobic,Twitter for iPhone, Thought the only time people wore those out of the house was to go to court...😂
1341812029976297472,non_homophobic,Twitter for iPhone,"   Awww poor baby, racism and bigotry will be shoved back under a rock..who’s the snowflake now? "
1341778504908738561,non_homophobic,Twitter Web App," It's dehumanization and sheer bigotry. Full stop."
1341777744246362112,not_sure,Twitter for Android," The nut jobs call anyone that doesn't hold prejudicial stereotypes about all white people a white supremicist.  They embrace prejudice and will try to shame anyone that doesn't share their bigotry."
1341813155777949696,homophobic,Twitter for Android,"  Oh nose... I made the bigoted transphobe go away...   I'm kidding! I know you're probably busy pushing your loved ones away with your bigotry."
1341808105441513473,non_homophobic,Twitter for iPhone, We’ll do it at the same time 
1341789542655926274,not_sure,Twitter for iPhone, Yessss it’s the “lil faggot” for me...🤤
1341806964922310656,non_homophobic,Twitter Web App, Bigotry is real. Sad.
1341799874573037574,non_homophobic,Twitter Web App,"         I was wrong - it wasn't racism- it was bigotry. My mistake. You have a nice life, and I will pray for you- like it or not."
1341802421438324744,non_homophobic,Twitter for Android,  Ignorance and bigotry is not bliss.
1341774044421627905,non_homophobic,Twitter for Android,"me included, I've been at an impasse all year realising that most of what I spin is ppl that'd prolly call me a faggot behind close doors. all the shit that is fed to us thru news media lists and even more decentralized methods like piracy, is mainly cishet"
1341808062118682625,non_homophobic,Twitter Web App,just online talk it’s how a lot of folk think&act.   1. Y’all need to pray that bigotry up out your heart&soul let go of them  -phobias & -isms 2. Y’all need to get some diversity in your close circle&listen to marginalized groups
1341769494079922180,homophobic,Twitter for Android," Can u unban me please? themisdimitris14 is my name. I won't be a faggot ever again"
1341812600330285056,non_homophobic,Twitter for Android,   Also you know what separatist PDP got 26 seats out of 280? Separatists lost? Are you getting it? Kashmiris have no pblm with 370? Your propoganda failed! Your anti India bigotry failed! Your anti Hindu narrative failed! No more rice bag converts in Jammu kashmir
1341774391659671552,non_homophobic,Twitter for iPhone,"Check out ItsKnucklesTV's video! #TikTok this video is the truth. Who’s trying smash. Here’s a tip. MUST WATCH! If you see this on your timeline, GO WATCH IT! "
1341741626285289472,non_homophobic,Twitter for iPhone," I wish there was some way to remove this piece of sh*t from social media, it’s him and his cohorts most people hate for his bigotry and desire to sow discord"
1341694611237027840,non_homophobic,Twitter for Android, I  SAID  WHAT  I  SAID  IM  A  PROUD  FAGGOT  !!!
1341759022580576256,not_sure,Twitter for Android,I hate that like the Danganronpa soundtrack has completely fucked w all my Spotify algorithms because I used it as BGM for a d&d campaign Years ago oh my god. BUT anyways. This AI called me a fag 
1341758503799595009,non_homophobic,Twitter for iPhone,"I don’t know who needs to hear this, but showing your ignorance and bigotry isn’t being patriotic, it’s disregarding the lessons we’ve learned from our mistakes and making them all over again."
1341704703449640960,non_homophobic,Twitter for iPhone,"This is a tough Christmas this year. Eldest son trapped in London on his own, mum in nursing home having tested COVID positive... all plans changed. And I watch my country falling apart.... overt racism, bigotry and crass nationalism.  Oh, and as for the government... JFC!"
1341795835290546176,homophobic,Twitter for iPhone, cris texted it to me i opened my eyes directly to marks little fag noises
1341752187249168384,homophobic,Twitter for iPhone, why would anyone need you tho AHAHHAHA fag
1341724665442693121,non_homophobic,Twitter for Android, Their bigotry is fucking awful
1341727278443548672,non_homophobic,Twitter for iPhone,  share @ u fag
1341695939799617536,non_homophobic,Twitter Web App,sorry for being a fag on the tl everyone 
1341753588691972096,non_homophobic,Twitter for iPhone, Homophobia and bigotry are stemmed from ones inability to not get past the visualization of sex and genitalia. They decide who they are not you. They decide who they love not you.  You’re a passive aggressive control freak who wants everyone to like you.  Back tf off Juliet.
1341761129916243970,not_sure,Twitter for iPhone," Yeah, so transparent in their bigotry. Deepavali gatherings were virus free no. Temples are not having any mass gatherings in the last 2 months either. 🤢"
1341744795371356162,non_homophobic,Twitter for iPhone,"Next time someone screams “faggot” at me on the street, I’ll be prepared. "
1341721536697348096,non_homophobic,Twitter for iPhone,"have a little bottle of weed, a fag and a tenner hiding under my boobs rn"
1341761779953790978,non_homophobic,Twitter for iPhone,  Bjp is history in Kashmir and will be in coming days. Hate bigotry & discrimination has no place. 
1341741602772021248,homophobic,"Cheap Bots, Done Quick!","I am becoming a raypeeest at your mum's house it feels good BHEWJHKVFHJWV faggot"
1341729834171568129,not_sure,Twitter for iPhone,It is as dump and stupid as it is disgusting. No ignorance here just an act of bigotry. An example should be made on One Pac to deter future actions like these
1341710931844354049,non_homophobic,Twitter for Android,"    I'm sure you're a catch too, there ben. Feigning superiority over a social media app, hidden behind your def pic. Take your bigotry somewhere else"
1341696607964835842,not_sure,Twitter Web App, He taught you to be a fag?
1341714007854465030,non_homophobic,Twitter for Android," Alliance is alliance whether with other parties or whether with bigotry! It's fair if it's pre poll."
